airline,airline_sentiment,airline_sentiment_confidence,negativereason,tweet_created,clean_text,tweet_year,tweet_month,tweet_day,sentiment_label,char_count,word_count,avg_word_length
United,neutral,1.0,Unknown,2015-02-22 23:54:36-08:00,can you help me add my ktn to this reservation plz,2015,2,22,1,50,11,4.545454545454546
United,negative,1.0,Late Flight,2015-02-22 23:45:54-08:00,aaaand hours late flightr wont be catching a flight til amstuck in at airport in a snowstorm with no hotelhows that for patience,2015,2,22,0,128,23,5.565217391304348
United,neutral,1.0,Unknown,2015-02-22 23:39:05-08:00,whats ua lax newark,2015,2,22,1,19,4,4.75
United,negative,0.6534,Cancelled Flight,2015-02-22 23:35:31-08:00,not happening delta took care of us peace,2015,2,22,0,41,8,5.125
United,negative,1.0,Late Flight,2015-02-22 23:35:08-08:00,but just rebooked to bos uggh now hour bus to wmass home could have flown to bdl amp back to dc in same time,2015,2,22,0,108,24,4.5
United,negative,1.0,Lost Luggage,2015-02-22 23:33:57-08:00,you have now lost my bag never ever flying united again,2015,2,22,0,55,11,5.0
United,negative,1.0,Flight Booking Problems,2015-02-22 23:19:26-08:00,appreciate it but changing time by min multiple times hours before flight is just annoying and seems like you have clue,2015,2,22,0,119,21,5.666666666666667
United,negative,1.0,Late Flight,2015-02-22 23:13:41-08:00,missed ua connection due mechanical failure ua uplink prob i will lose in clients mon how can you compensate,2015,2,22,0,108,19,5.684210526315789
United,neutral,0.6667,Unknown,2015-02-22 23:09:21-08:00,youll be hearing from me for sure,2015,2,22,1,33,7,4.714285714285714
United,negative,1.0,Cancelled Flight,2015-02-22 23:04:36-08:00,so you jacked out my cousins trip to portland and then cancelled flightled her return trip no more united,2015,2,22,0,105,19,5.526315789473684
United,negative,0.6851,Can't Tell,2015-02-22 23:01:05-08:00,yes i did we headed out to deice minutes after i sent it to you made it to austin but am now waiting for the luggage,2015,2,22,0,116,26,4.461538461538462
United,neutral,1.0,Unknown,2015-02-22 22:58:05-08:00,in ethiopia adopting a child need flight home from add to grr late flight or very early need to change existing reservation,2015,2,22,1,123,22,5.590909090909091
United,negative,1.0,Lost Luggage,2015-02-22 22:52:01-08:00,after a cancelled flighted flight and delays you lost my luggage again youre the worst disgraceful awful company horrible service,2015,2,22,0,129,20,6.45
United,negative,1.0,longlines,2015-02-22 22:50:21-08:00,doesnt help the or more passengers that just arrived an hour late flight,2015,2,22,0,72,13,5.538461538461538
United,negative,1.0,Late Flight,2015-02-22 22:48:08-08:00,minutes on tarmac now thats after hour delay,2015,2,22,0,44,8,5.5
United,negative,1.0,Cancelled Flight,2015-02-22 22:45:35-08:00,i am very glad i took care of own rescheduling now that ua from ogg was cancelled flightled,2015,2,22,0,91,18,5.055555555555555
United,negative,0.6724,Flight Booking Problems,2015-02-22 22:43:42-08:00,tried filling out the status match form and got hit with an error message how can i tell if it went through,2015,2,22,0,107,22,4.863636363636363
United,negative,1.0,Late Flight,2015-02-22 22:42:57-08:00,is flight going to sit on the tarmac forever,2015,2,22,0,44,9,4.888888888888889
United,negative,1.0,Flight Attendant Complaints,2015-02-22 22:41:34-08:00,one of your workers refused to give me her name as a reference for my notes her tone amp language was very unprofessional,2015,2,22,0,121,23,5.260869565217392
United,negative,1.0,Customer Service Issue,2015-02-22 22:40:47-08:00,thats why i blame your company because it had every opportunity to do a job and managed to fail each time for just lazy reasons,2015,2,22,0,127,25,5.08
United,positive,0.6667,Unknown,2015-02-22 22:40:19-08:00,i wanna be grand staff,2015,2,22,2,22,5,4.4
United,negative,1.0,Customer Service Issue,2015-02-22 22:40:02-08:00,sf crew lack a lot of customer service lax employees are a lot better wonder why,2015,2,22,0,80,16,5.0
United,negative,0.6691,Flight Attendant Complaints,2015-02-22 22:40:00-08:00,thats why i missed my flight if the flight had been held for minutes i would have made it i watched it pull away from the gate,2015,2,22,0,126,27,4.666666666666667
United,negative,1.0,Flight Attendant Complaints,2015-02-22 22:39:12-08:00,also didnt ice the frozen metal walkway wasted minutes because no one knew how to do simple jobs,2015,2,22,0,96,18,5.333333333333333
United,negative,1.0,Cancelled Flight,2015-02-22 22:38:27-08:00,your ground crew was inept and left a truck sitting on the tarmac didnt have a gate agent once we got a gate,2015,2,22,0,108,23,4.695652173913044
United,positive,1.0,Unknown,2015-02-22 22:36:53-08:00,i wanna be ride united airline i love airplane,2015,2,22,2,46,9,5.111111111111111
United,negative,1.0,Cancelled Flight,2015-02-22 22:36:52-08:00,after days flight cancelled flightled another delay for hours united gave me a food voucher thats how much they value my time,2015,2,22,0,125,22,5.681818181818182
United,negative,1.0,Flight Attendant Complaints,2015-02-22 22:36:44-08:00,checked me in through security under the wrong name and given the wrong boarding pass,2015,2,22,0,85,15,5.666666666666667
United,negative,1.0,Late Flight,2015-02-22 22:32:50-08:00,what the hell flight delayed since pm finally boarded and now sitting on the tarmac is this fampampcking plane ever leaving,2015,2,22,0,123,21,5.857142857142857
United,negative,1.0,Cancelled Flight,2015-02-22 22:28:42-08:00,actually the flight was just cancelled flightled,2015,2,22,0,48,7,6.857142857142857
United,negative,1.0,Customer Service Issue,2015-02-22 22:27:35-08:00,i am a loyal premier platinum member but the lack of communication was really bad also i dont see that it has taken off yet,2015,2,22,0,123,25,4.92
United,negative,0.7087,Late Flight,2015-02-22 22:23:39-08:00,thanks for having changed me managed to arrive with only hours of delay and exhausted,2015,2,22,0,85,15,5.666666666666667
United,negative,1.0,Cancelled Flight,2015-02-22 22:22:28-08:00,this is the nd time i was rebooked wdelays and for reasons unrelate flightd to weather how do i go about requesting a flight voucher,2015,2,22,0,132,25,5.28
United,negative,1.0,longlines,2015-02-22 22:21:43-08:00,if you consider mins for bags pm on a sunday night as fast as they can you should reconsider what you think that means,2015,2,22,0,118,24,4.916666666666667
United,negative,1.0,Flight Attendant Complaints,2015-02-22 22:18:30-08:00,its the horrible attitude from staff after not just the delay not the level of service or respect one expects from united,2015,2,22,0,121,22,5.5
United,negative,0.6501,Flight Attendant Complaints,2015-02-22 22:14:09-08:00,why do you want me to be loyal if dont let me carry on my bag that easily fits in overhead,2015,2,22,0,90,21,4.285714285714286
United,neutral,0.6659,Unknown,2015-02-22 22:11:41-08:00,ua flight sfo to lax took my carry on at gate im group overhead bins are empty,2015,2,22,1,78,17,4.588235294117647
United,negative,1.0,Can't Tell,2015-02-22 22:11:31-08:00,on top of that i paid for st class and my wife got stuck in coach,2015,2,22,0,65,16,4.0625
United,negative,1.0,Flight Attendant Complaints,2015-02-22 22:11:27-08:00,ph the pat answers are bs after i was denied boarding it sat at the gate until your employees totally suck,2015,2,22,0,106,21,5.0476190476190474
United,negative,1.0,Customer Service Issue,2015-02-22 22:10:04-08:00,over the last week united has provided me with the worst customer service experience of my life disgusting,2015,2,22,0,106,18,5.888888888888889
United,negative,1.0,Lost Luggage,2015-02-22 22:07:31-08:00,hrs since flight landed and zero info on my missing bag rough eta would be hugely helpful restore some confidence,2015,2,22,0,113,20,5.65
United,negative,1.0,Bad Flight,2015-02-22 22:02:27-08:00,big surprise waiting for our plane same fucken issues everything i fly you,2015,2,22,0,74,13,5.6923076923076925
United,negative,0.6361,Bad Flight,2015-02-22 22:01:40-08:00,not to belabor my pointbut shouldnt i be able to put a laptop bag above my seat why is it announced to leave it for rollers thx,2015,2,22,0,127,27,4.703703703703703
United,negative,1.0,Bad Flight,2015-02-22 22:01:17-08:00,maybemange the airline alittlebetter arrived at lax and no gate always the same thing wu,2015,2,22,0,88,15,5.866666666666666
United,negative,1.0,Lost Luggage,2015-02-22 21:59:17-08:00,i just checked my united app and the most valuable use of this app has been removed i can no longer see the status of my equipment,2015,2,22,0,130,27,4.814814814814815
United,negative,1.0,Customer Service Issue,2015-02-22 21:46:21-08:00,even after running to gate from your connecting flight your customer service not let us in the plane that was just parked stranded,2015,2,22,0,130,23,5.6521739130434785
United,negative,1.0,Cancelled Flight,2015-02-22 21:42:41-08:00,im desperately trying to understand how my girlfriend is being treated with this cancelled flightleddelayed flight,2015,2,22,0,114,16,7.125
United,negative,0.6547,Customer Service Issue,2015-02-22 21:31:54-08:00,nope no more chances your airline messed up both ways of our trip,2015,2,22,0,65,13,5.0
United,negative,0.6946,Bad Flight,2015-02-22 21:29:22-08:00,why announce it is for rollers at all if i want to put a coat in there isnt that my choice how about all gate checked thx,2015,2,22,0,121,27,4.481481481481482
United,positive,1.0,Unknown,2015-02-22 21:29:14-08:00,youre my early frontrunner for best airline,2015,2,22,2,43,7,6.142857142857143
United,negative,1.0,Lost Luggage,2015-02-22 21:27:15-08:00,bags left behind because plane overweight be great if knew as soon as we landed instead letting us wait minutes with no info,2015,2,22,0,124,23,5.391304347826087
United,negative,1.0,Customer Service Issue,2015-02-22 21:23:50-08:00,you are a fampking joke your customer service is woeful if your staff tell a passenger that they will do something do it,2015,2,22,0,120,23,5.217391304347826
United,negative,1.0,Late Flight,2015-02-22 21:10:52-08:00,was a sponsor of the oscars no wonder it was a half hour delayed,2015,2,22,0,64,14,4.571428571428571
United,positive,0.6703,Unknown,2015-02-22 21:10:12-08:00,worked like a charm bag was waiting on the carousel when we got to baggage claim,2015,2,22,2,80,16,5.0
United,negative,1.0,Lost Luggage,2015-02-22 21:09:51-08:00,will lose my bag but wont give me free pretzels,2015,2,22,0,47,10,4.7
United,negative,1.0,Customer Service Issue,2015-02-22 21:05:57-08:00,you are trying to charge me bucks because you lowered your award tickets and i want to get my hard earn points back total bs,2015,2,22,0,124,25,4.96
United,negative,1.0,Late Flight,2015-02-22 21:05:29-08:00,does asap mean two hours worth of delay and a return to the terminal to count the luggage a third time,2015,2,22,0,102,21,4.857142857142857
United,negative,1.0,Customer Service Issue,2015-02-22 21:05:23-08:00,apart from being on hold for over hours and having talked to people and the problem still not resolved,2015,2,22,0,102,19,5.368421052631579
United,negative,1.0,Late Flight,2015-02-22 21:03:48-08:00,typical caned response from ua fix your crappy performing last placedranked airline in this century,2015,2,22,0,99,15,6.6
United,negative,1.0,Can't Tell,2015-02-22 21:03:42-08:00,is it even legal for you guys to advertise flights that you cant honor,2015,2,22,0,70,14,5.0
United,negative,1.0,Customer Service Issue,2015-02-22 21:03:39-08:00,customer service is the worst hanging up on customers intentionally after one hour on hold,2015,2,22,0,90,15,6.0
United,negative,1.0,Flight Booking Problems,2015-02-22 21:03:25-08:00,was forced to book a flight on a different date than originally planned for a higher price felt like a bait and switch tactic,2015,2,22,0,125,24,5.208333333333333
United,negative,1.0,Can't Tell,2015-02-22 21:03:09-08:00,love how you dont give a shit about people who tried to be loyal but you screw them every way till sunday glad ive stayed away,2015,2,22,0,126,26,4.846153846153846
United,negative,0.6611,Flight Booking Problems,2015-02-22 21:02:54-08:00,tried a different flight iahmnl flights are advertised for but are not bookable due to partner error,2015,2,22,0,100,17,5.882352941176471
United,negative,1.0,Can't Tell,2015-02-22 21:02:39-08:00,it will be on a different airline,2015,2,22,0,33,7,4.714285714285714
United,negative,1.0,Customer Service Issue,2015-02-22 21:02:37-08:00,and was told that its been the case for weeks but is still not resolved,2015,2,22,0,71,15,4.733333333333333
United,negative,1.0,Flight Booking Problems,2015-02-22 21:02:25-08:00,clicked upgrade now and it didnt upgrade what gives,2015,2,22,0,51,9,5.666666666666667
United,negative,1.0,Customer Service Issue,2015-02-22 21:02:15-08:00,you advertise the flight and its still on you website and still cant be book spent over hours with united support,2015,2,22,0,113,21,5.380952380952381
United,negative,1.0,Flight Booking Problems,2015-02-22 21:01:46-08:00,tried to book a flight iahmnl departing returning you are advertising flights for that cant be book,2015,2,22,0,99,17,5.823529411764706
United,neutral,1.0,Unknown,2015-02-22 20:59:11-08:00,i just booked a flight for when i view my reservation it has mi connected to first name is this a problem can it be changed,2015,2,22,1,123,26,4.730769230769231
United,negative,0.6882,Can't Tell,2015-02-22 20:58:20-08:00,quick serious question any resourcesratings showing the quality of service is better than th place,2015,2,22,0,98,15,6.533333333333333
United,neutral,1.0,Unknown,2015-02-22 20:55:39-08:00,how do i get through to finally board ua,2015,2,22,1,40,9,4.444444444444445
United,negative,1.0,Customer Service Issue,2015-02-22 20:54:49-08:00,yes i have and i was calling in regards to speaking to someone about it even further but unfortunately i was just bounced around,2015,2,22,0,128,24,5.333333333333333
United,negative,1.0,Bad Flight,2015-02-22 20:54:37-08:00,flight from ord couldnt let me know about this found out via app minutes before landing awful flight,2015,2,22,0,100,18,5.555555555555555
United,negative,0.65,Can't Tell,2015-02-22 20:53:57-08:00,i need help but in spanish,2015,2,22,0,26,6,4.333333333333333
United,negative,1.0,Late Flight,2015-02-22 20:49:02-08:00,a very disappointing experience plane mech delay and next one didnt wait no sincere apology just told me to complain online,2015,2,22,0,123,21,5.857142857142857
United,negative,0.6455,Lost Luggage,2015-02-22 20:48:21-08:00,i lost my sunglasses on the flight from okc to iah this morning am takeoff is there any way to retrieve them,2015,2,22,0,108,22,4.909090909090909
United,neutral,0.6736,Unknown,2015-02-22 20:36:10-08:00,with the exception of everything youve asked for heh,2015,2,22,1,52,9,5.777777777777778
United,negative,1.0,Late Flight,2015-02-22 20:33:58-08:00,ua denver to austin still on the ground,2015,2,22,0,39,8,4.875
United,negative,1.0,Customer Service Issue,2015-02-22 20:33:41-08:00,either your staff or whoever you contract with at pvd is failing you big time tonight,2015,2,22,0,85,16,5.3125
United,neutral,1.0,Unknown,2015-02-22 20:33:15-08:00,ua just landed,2015,2,22,1,14,3,4.666666666666667
United,negative,0.6392,Bad Flight,2015-02-22 20:33:07-08:00,considering it currently gold on why should i make the jump for an upcoming flight from sfo to singapore,2015,2,22,0,104,19,5.473684210526316
United,negative,1.0,Bad Flight,2015-02-22 20:31:17-08:00,worst flights ive ever had ground crew ignored our plane made me miss flight and now i have to cover the cost of a hotel,2015,2,22,0,120,25,4.8
United,negative,1.0,Can't Tell,2015-02-22 20:29:44-08:00,customers arent dumb these revenue based programs will hurt everyone not gonna save money like you think,2015,2,22,0,104,17,6.117647058823529
United,negative,0.6334,Flight Booking Problems,2015-02-22 20:29:39-08:00,it was me who had the problem won flight ua i called and rebooked myself found my own hotel and taxi,2015,2,22,0,100,21,4.761904761904762
United,positive,1.0,Unknown,2015-02-22 20:29:09-08:00,will do thanks for the help cheers,2015,2,22,2,34,7,4.857142857142857
United,negative,1.0,Flight Booking Problems,2015-02-22 20:29:07-08:00,bull crap i spent on a recent trip thats not small change i got aa miles would have only been ua,2015,2,22,0,96,21,4.571428571428571
United,negative,1.0,Flight Attendant Complaints,2015-02-22 20:27:51-08:00,yes i did terrible service from your courrier,2015,2,22,0,45,8,5.625
United,negative,1.0,Lost Luggage,2015-02-22 20:25:29-08:00,compensate us for new clothes bet you wont,2015,2,22,0,42,8,5.25
United,positive,0.6576,Unknown,2015-02-22 20:25:06-08:00,i have flights with you in the next two weeks lets make some good memories,2015,2,22,2,74,15,4.933333333333334
United,negative,1.0,Cancelled Flight,2015-02-22 20:20:56-08:00,were stuck at ogg looks like flight will be cancelled flightled can you help,2015,2,22,0,76,14,5.428571428571429
United,negative,1.0,Late Flight,2015-02-22 20:13:32-08:00,yea they been booked on next avalible flights since sat am and when time comes no plane nd day of work missed,2015,2,22,0,109,22,4.954545454545454
United,negative,1.0,Lost Luggage,2015-02-22 20:11:02-08:00,currently crying i wanted to ski tomorrow but prolly not just a boy tryna fulfill his dreams,2015,2,22,0,92,17,5.411764705882353
United,negative,1.0,Lost Luggage,2015-02-22 20:10:26-08:00,i tried the online tracking and they said something like attempting to locate luggage,2015,2,22,0,85,14,6.071428571428571
United,negative,1.0,Lost Luggage,2015-02-22 20:09:33-08:00,your worker told us not to call because wed be talking to someone in thailand,2015,2,22,0,77,15,5.133333333333334
United,negative,1.0,Lost Luggage,2015-02-22 20:08:36-08:00,going on days tomorrow and i still havent received my bag from my flight to toronto would love to see some seriousness here,2015,2,22,0,123,23,5.3478260869565215
United,negative,0.6571,Can't Tell,2015-02-22 20:08:30-08:00,is there nothing you can do for me no compensation at all given the circumstances i feel like there must be something you can do,2015,2,22,0,128,25,5.12
United,negative,1.0,Customer Service Issue,2015-02-22 20:08:05-08:00,there is a disconnect between your pr group and the actual business strategy and employee attitude on the ground,2015,2,22,0,112,19,5.894736842105263
United,negative,1.0,Late Flight,2015-02-22 20:07:20-08:00,here we go again of segments sfonew york rt were delayed over hrs each why do you suck so badmaybe another line of bus,2015,2,22,0,118,24,4.916666666666667
United,negative,1.0,Late Flight,2015-02-22 20:07:07-08:00,you really screwed up dealing mechanical failure from maui to san francisco poor communication bad help in getting connections,2015,2,22,0,126,19,6.631578947368421
United,negative,1.0,Lost Luggage,2015-02-22 20:07:01-08:00,if you dont like delayed bags why do you let it happen so much,2015,2,22,0,62,14,4.428571428571429
United,negative,1.0,Customer Service Issue,2015-02-22 20:04:52-08:00,the delay is due to customer service for people what about the disservice you provided for,2015,2,22,0,90,16,5.625
United,positive,1.0,Unknown,2015-02-22 20:04:28-08:00,he is so excellent and so reliable,2015,2,22,2,34,7,4.857142857142857
United,negative,1.0,Customer Service Issue,2015-02-22 20:04:03-08:00,but again united doesnt give shits about their customers,2015,2,22,0,56,9,6.222222222222222
United,negative,1.0,Customer Service Issue,2015-02-22 20:03:37-08:00,its funny how none of ur tweets back are helpful what i want is to read ya well change that so our customers get better service,2015,2,22,0,127,26,4.884615384615385
United,neutral,1.0,Unknown,2015-02-22 19:58:59-08:00,she is travelling from melbourne australia to bogota colombia tomorrow,2015,2,22,1,70,10,7.0
United,neutral,1.0,Unknown,2015-02-22 19:57:23-08:00,hi my relatives flight booking problems number is myyb her name is clarita jaramillo mejia thank you,2015,2,22,1,100,17,5.882352941176471
United,positive,1.0,Unknown,2015-02-22 19:57:01-08:00,it was delivered thank you for making sure it arrived at my doorstep,2015,2,22,2,68,13,5.230769230769231
United,negative,1.0,Late Flight,2015-02-22 19:53:41-08:00,really needs to get its act together really disappointed in our change of flight delayed flights etc,2015,2,22,0,100,17,5.882352941176471
United,negative,1.0,Customer Service Issue,2015-02-22 19:52:29-08:00,rebooked to oma miles from my destination spotty customer service i get staff stressors but come on this is your business,2015,2,22,0,121,21,5.761904761904762
United,neutral,0.6476,Unknown,2015-02-22 19:50:38-08:00,why have airlines always told us they cant open a cabin door once it has been closed this plane has done it times tonight,2015,2,22,1,121,24,5.041666666666667
United,positive,0.6466,Unknown,2015-02-22 19:50:38-08:00,looking for a reason to travel,2015,2,22,2,30,6,5.0
United,negative,0.6939,Flight Booking Problems,2015-02-22 19:50:31-08:00,i cant find any late flight evening flights are there other airports that would have an overnight flight,2015,2,22,0,104,18,5.777777777777778
United,negative,1.0,Customer Service Issue,2015-02-22 19:50:25-08:00,thanks for the vague canned response that doesnt address the issue,2015,2,22,0,66,11,6.0
United,negative,1.0,Late Flight,2015-02-22 19:48:03-08:00,thats not good enough for all of us affected by the awful organization and timing and have now been set back,2015,2,22,0,108,21,5.142857142857143
United,negative,1.0,Flight Attendant Complaints,2015-02-22 19:48:01-08:00,otis in the baggage claim by bay not at all happy but not nearly as pissed,2015,2,22,0,74,16,4.625
United,negative,1.0,Late Flight,2015-02-22 19:45:07-08:00,why is my time less important to you,2015,2,22,0,36,8,4.5
United,negative,1.0,Lost Luggage,2015-02-22 19:42:43-08:00,airlines you kidding bagage lost this morning from ny to washington and still no trace,2015,2,22,0,86,15,5.733333333333333
United,negative,1.0,Lost Luggage,2015-02-22 19:41:09-08:00,i did it took about an hour and a half though,2015,2,22,0,45,11,4.090909090909091
United,negative,0.6907,Late Flight,2015-02-22 19:40:32-08:00,why have you never held a plane for me,2015,2,22,0,38,9,4.222222222222222
United,negative,1.0,Customer Service Issue,2015-02-22 19:37:30-08:00,i did but i got nothing from it just dissapointment,2015,2,22,0,51,10,5.1
United,negative,1.0,Lost Luggage,2015-02-22 19:33:42-08:00,where is my fucking bag where the fuck is my fucking bag tell me now or give me a number to call a human sanm,2015,2,22,0,109,25,4.36
United,positive,0.6783,Unknown,2015-02-22 19:32:47-08:00,i was sincerely thanking the pilot of flight of braving the snow and getting me home amongst many other cancelled flightlations,2015,2,22,2,127,21,6.0476190476190474
United,negative,1.0,Late Flight,2015-02-22 19:32:00-08:00,made to the gate at and they wouldnt let us on,2015,2,22,0,46,11,4.181818181818182
United,negative,1.0,Can't Tell,2015-02-22 19:28:18-08:00,time to give up my k status and switch to you are so terrible i cant even describe,2015,2,22,0,82,18,4.555555555555555
United,positive,1.0,Unknown,2015-02-22 19:28:17-08:00,thanks lol will wait for us per same tail number as,2015,2,22,2,51,11,4.636363636363637
United,negative,1.0,Late Flight,2015-02-22 19:27:10-08:00,you suck flight delayed equipment probs again miss connection by minutes and you wont let us on even though its at the gate,2015,2,22,0,123,23,5.3478260869565215
United,negative,1.0,Late Flight,2015-02-22 19:25:13-08:00,now going in min waiting for other plane to vacate gate,2015,2,22,0,55,11,5.0
United,negative,1.0,Late Flight,2015-02-22 19:24:01-08:00,flight is hrs delayed so far bc of late flight crew now we are literally waiting while they have dinner acc to honest gate agent,2015,2,22,0,128,25,5.12
United,negative,1.0,Late Flight,2015-02-22 19:23:08-08:00,many people on ua are going to miss connections due to long wait time in sfo tarmac seriously u cant find an empty gate,2015,2,22,0,119,24,4.958333333333333
United,negative,1.0,Customer Service Issue,2015-02-22 19:22:30-08:00,youre trying to solve problem of your own making charging for checked luggage forces checking at gate brilliant,2015,2,22,0,111,18,6.166666666666667
United,negative,1.0,longlines,2015-02-22 19:21:22-08:00,weve been waiting min for a gate at sfo yet so many of them are free your excellence in operational efficiency is showing,2015,2,22,0,121,23,5.260869565217392
United,negative,1.0,Customer Service Issue,2015-02-22 19:19:42-08:00,delayed due to customer service huh,2015,2,22,0,35,6,5.833333333333333
United,negative,1.0,Customer Service Issue,2015-02-22 19:18:33-08:00,what about the poor customer service at checkin at kansas kci thats it,2015,2,22,0,70,13,5.384615384615385
United,negative,1.0,Late Flight,2015-02-22 19:17:58-08:00,except all of that delayed the flight anyway,2015,2,22,0,44,8,5.5
United,negative,0.6606,Can't Tell,2015-02-22 19:16:35-08:00,maybe find a different gate,2015,2,22,0,27,5,5.4
United,negative,1.0,Lost Luggage,2015-02-22 19:16:19-08:00,i sent a message its very irresponsible that my suitcase cannot be found this is truly worst service ever,2015,2,22,0,105,19,5.526315789473684
United,negative,1.0,Late Flight,2015-02-22 19:14:55-08:00,landed in den on time stuck waiting for gate for min maybe an update would be a good idea capt,2015,2,22,0,94,20,4.7
United,negative,1.0,Flight Attendant Complaints,2015-02-22 19:12:40-08:00,wanted to point out that not one united crew has been sympathetic questions unanswered mileageplus is starting to look like a joke,2015,2,22,0,130,22,5.909090909090909
United,negative,1.0,Late Flight,2015-02-22 19:09:39-08:00,can we get an explanation on why ua from so paulo to houston has been delayed now were hearing from crew about cancelled flightlations,2015,2,22,0,134,24,5.583333333333333
United,negative,1.0,Cancelled Flight,2015-02-22 19:09:14-08:00,why was flight ewr to mco cancelled flightled for tomorrow and what do i do to rebook asking for a relative,2015,2,22,0,107,21,5.095238095238095
United,neutral,1.0,Unknown,2015-02-22 19:08:14-08:00,can you tell me jet airways award availability,2015,2,22,1,46,8,5.75
United,negative,1.0,Can't Tell,2015-02-22 19:02:45-08:00,i understand the intent was not to inconvenience but catching a cab back to the airport to show them wet clothes wasnt an option,2015,2,22,0,128,24,5.333333333333333
United,neutral,1.0,Unknown,2015-02-22 19:02:14-08:00,what are the chances of my flight to ewr from pit being cancelled flighted tomorrow,2015,2,22,1,83,15,5.533333333333333
United,neutral,0.6599,Unknown,2015-02-22 19:01:12-08:00,rcvd promo if i booked flight silver status would be extended it was not dont have flier that was sent didnt think id need,2015,2,22,1,122,24,5.083333333333333
United,negative,1.0,Lost Luggage,2015-02-22 18:59:15-08:00,wife landed in dc hrs ago luggage did not was told it would b deliveredhotel by pm its now pm no luggage,2015,2,22,0,104,22,4.7272727272727275
United,neutral,0.347,Unknown,2015-02-22 18:57:59-08:00,on a flight at tomorrow,2015,2,22,1,23,5,4.6
United,negative,1.0,Can't Tell,2015-02-22 18:50:31-08:00,not sure why the people in row that paid for a premium seat cant use their overhead space,2015,2,22,0,89,18,4.944444444444445
United,negative,1.0,Bad Flight,2015-02-22 18:50:04-08:00,is so cheap they couldnt afford to run the ac on they took pressure cooker to a new level,2015,2,22,0,89,19,4.684210526315789
United,negative,1.0,Late Flight,2015-02-22 18:43:59-08:00,why is it that sundays when my husband travels to chicago hes stuck at tarmac amp misses connecting flight always,2015,2,22,0,113,20,5.65
United,negative,1.0,Customer Service Issue,2015-02-22 18:43:54-08:00,well i can tell you that your customer service at rdu airport is horrific but is exception at ohare in chicago,2015,2,22,0,110,21,5.238095238095238
United,negative,1.0,Can't Tell,2015-02-22 18:41:51-08:00,sitting on ual a comedy of errors ual is incompetent,2015,2,22,0,52,10,5.2
United,negative,1.0,Late Flight,2015-02-22 18:37:08-08:00,on tonight and told delayed due to late flight crew no idea where crew coming from your staff unhelpful any ideas,2015,2,22,0,113,21,5.380952380952381
United,negative,1.0,Late Flight,2015-02-22 18:30:41-08:00,take a look at status of sitting at ord this aint cool yo,2015,2,22,0,57,13,4.384615384615385
United,positive,0.6544,Unknown,2015-02-22 18:30:01-08:00,bummer but thank you for the quick response,2015,2,22,2,43,8,5.375
United,negative,1.0,Damaged Luggage,2015-02-22 18:27:34-08:00,i didnt have time to take my wet clothessuit back to the airport and wasnt going to pay for another cab to do so,2015,2,22,0,112,24,4.666666666666667
United,negative,0.6687,Damaged Luggage,2015-02-22 18:26:20-08:00,didnt realize my bag contents were wet until i got to my hotel sent my suitshirts out to be dry cleaned mtgs start tomorrow,2015,2,22,0,123,24,5.125
United,negative,1.0,Late Flight,2015-02-22 18:24:51-08:00,you load our plane at ord knowing pilots are hrs late flight then discover plane needs to be fueled,2015,2,22,0,99,19,5.2105263157894735
United,negative,1.0,Customer Service Issue,2015-02-22 18:22:41-08:00,resolved and im sick and tired of waiting on you i want my refund and id like to speak to someone about it,2015,2,22,0,106,23,4.608695652173913
United,negative,1.0,Customer Service Issue,2015-02-22 18:22:20-08:00,im really glad i just waited on the phone for over an hour to be sent to a voicemail your customer service sucks nothing has been,2015,2,22,0,129,26,4.961538461538462
United,negative,1.0,Bad Flight,2015-02-22 18:22:01-08:00,you just caused a riot on the airplane never seen anything like this,2015,2,22,0,68,13,5.230769230769231
United,negative,1.0,Customer Service Issue,2015-02-22 18:15:07-08:00,instead of sending inaccurate emails about delay every min just say we will get you there when we get you there,2015,2,22,0,111,21,5.285714285714286
United,negative,1.0,Customer Service Issue,2015-02-22 18:14:59-08:00,so glad ive been waiting for hour and minutes and ive been transferred times without resolving anything worst service ever,2015,2,22,0,122,20,6.1
United,negative,1.0,Customer Service Issue,2015-02-22 18:14:47-08:00,we still need help hung up on twice customer service rep said there is no way to help between the gate rep and phone rep,2015,2,22,0,120,25,4.8
United,positive,1.0,Unknown,2015-02-22 18:13:48-08:00,they let us know in advance of the reboot yes thanks for the attentiveness,2015,2,22,2,74,14,5.285714285714286
United,negative,1.0,Customer Service Issue,2015-02-22 18:12:03-08:00,lol too little too late flight,2015,2,22,0,30,6,5.0
United,negative,1.0,Lost Luggage,2015-02-22 18:11:53-08:00,yes bags came hr after i arrived at baggage claim awful experience on the ground at bhm,2015,2,22,0,87,17,5.117647058823529
United,negative,1.0,Late Flight,2015-02-22 18:07:20-08:00,your delay is due to your own making we have now been back to the gate multiple times maybe take accountability,2015,2,22,0,111,21,5.285714285714286
United,negative,1.0,Customer Service Issue,2015-02-22 18:06:25-08:00,why do i have to give up my leg room so these people not in my row can fill the bin pls start charging,2015,2,22,0,102,24,4.25
United,negative,1.0,Late Flight,2015-02-22 18:03:46-08:00,please tell clt flight needs a gate waiting now for mins,2015,2,22,0,56,11,5.090909090909091
